authors,year,title,doi,pedro_score,manuscript_language,study_country,continent,subregion,economy,english_offical_lang,nonofficiallang_excluded,eng_study,samplesize_report,samplesize_total,sex_report,gender_report,g_gendersex_report,sexgender_femalewoman,sexgender_maleman,age_report_plus,age_mean,height_report,height_mean,weight_report,weight_mean,bmi_report,bmi_mean,comorbidities_report,comorbidities_howmany,comorbidities_mean,p_geog_report,p_geog_categories,p_geog_desc,p_geog_prop,r_ethnicityrace_report,r_ethnicityrace_lumped,r_ethnicityrace_class,r_ethnicityrace_categories,r_ethnicityrace_desc,r_ethnicityrace_prop,r_prilangspoken_report,r_cob_report,r_cob_categories,r_cob_desc,r_cob_prop,o_employment_report,o_employment_categories,o_employment_desc,o_employment_prop,r_religion_report,e_edu_report,e_edu_categories,e_edu_desc,e_edu_prop,e_edu_mean,se_income_report,se_income_categories,se_income_desc,se_income_prop,sc_report,sc_marital_categories,sc_marital_desc,sc_marital_prop,sc_livingarrangement_categories,sc_livingarrangement_desc,sc_livingarrangement_prop,plus_characteristics,plus_which,painvas_report,painvas100_mean,womac_report,womac_painmean,womac_stiffmean,womac_funcmean,womac_totalonly,koos_report,koos_painmean,koos_sympmean,koos_adlmean,koos_sportmean,koos_qolmean,sexgender_report
"Hu,X.; Lai,Z.; Wang,L.",2020,Effects of Taichi exercise on knee and ankle proprioception among individuals with knee osteoarthritis,10.1080/15438627.2019.1663520,4,english,china,asia,east asia,upper-middle income,no,unknown,unknown,yes,92,no,no,unknown,92,0,yes,65.98,yes,154.941,yes,63.536,yes,32.103,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,40.37,yes,8.786,3.733,36.573,nr,no,NA,,,NA,NA,yes
"Janyacharoen,T.; Yonglitthipagon,P.; Nakmareong,S.; Katiyajan,N.; Auvichayapat,P.; Sawanyawisuth,K.",2018,Effects of the applied ancient boxing exercise on leg strength and quality of life in patients with osteoarthritis,10.12965/jer.1836392.196,6,english,thailand,asia,south-east asia,upper-middle income,no,unknown,unknown,yes,40,no,no,unknown,36,4,yes,59.65,yes,154.2,yes,62.25,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,yes,44.15,51.6,60.7,57.05,53.25,yes
"Kang,N.; Wang,Y.; Chen,G.; Guo,C.; Zhang,Z.; Mei,D.",2022,Functional outcomes of Tai Chi exercise prescription in women with knee osteoarthritis,10.1016/j.smhs.2022.10.001,4,english,china,asia,east asia,upper-middle income,no,unknown,unknown,yes,27,no,no,unknown,27,0,yes,64.1,yes,157.7,yes,61.8,yes,24.9,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,9.481,4.111,30.885,44.483,no,NA,,,NA,NA,yes
"Kholvadia,A.; Constantinou,D.; Gradidge,P.J.",2019,Exploring the efficacy of low-level laser therapy and exercise for knee osteoarthritis,10.17159/2078-516X/2019/v31i1a6058,6,english,south africa,africa,south africa,upper-middle income,yes,unknown,unknown,yes,111,no,no,unknown,85,26,yes,61.8,no,NA,no,NA,yes,32.604,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,nr,nr,nr,57.327,no,NA,,,NA,NA,yes
"Kim,J.S.; Kim,C.J.",2020,[Effect of a Physical Activity Promoting Program Based on the IMB Model on Obese-Metabolic Health Outcomes among Obese Older Adults with Knee Osteoarthritis],10.4040/jkan.2020.50.2.271,6,non-english,korea,asia,east asia,high income,no,unknown,unknown,yes,75,no,yes,no,63,12,no,NA,no,NA,no,NA,yes,26.9,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,yes,4,none or elementary or middleschool or overhighschool,8v31v18v18,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,no,NA,,,NA,NA,yes
"Knoop,J.; Dekker,J.; Van der Leeden,M.; Van der Esch,M.; Thorstensson,C.A.; Gerritsen,M.",2013,"Knee joint stabilization therapy in patients with osteoarthritis of the knee: a randomized, controlled trial",10.1016/j.joca.2013.05.012,8,english,netherlands,europe ,west europe,high income,no,yes,unknown,yes,159,no,yes,no,97,62,yes,61.95,no,NA,no,NA,yes,28.551,yes,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,yes,3,primary or secondary or collegeuni,2v70v28,NA,no,,,,no,NA,,,NA,,,no,,yes,49.98,yes,nr,nr,26.144,nr,no,NA,,,NA,NA,yes
"Krishnan,K.; Abadi,F.H.; Zainudin,F.F.; Barati,A.H.; Elumalai,G.",2021,Comparison of the effect of aquatic and Thera-band exercise on pain and quality of life in obese people with knee osteoarthritis,(PDF) Comparison of the effect of aquatic and Thera-band exercise on pain and quality of life in obese people with knee osteoarthritis,4,english,malaysia,asia,south-east asia,upper-middle income,no,unknown,unknown,yes,45,no,no,unknown,23,22,yes,50.333,yes,158.26,yes,85.7,yes,34.133,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,yes,46.243,47.713,47.086,11.11,NA,yes
"Anadkat,H.; Ajith,S.; Dhanesh Kumar,K.U.",2015,Effectiveness of retro walking treadmill training on pain and disability in knee osteoarthritis: a randomized controlled trail [sic],,4,english,india,asia,south asia,lower-middle income,yes,unknown,unknown,yes,40,no,yes,no,21,19,yes,50.625,no,NA,no,NA,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,84.5,yes,nr,nr,nr,56.225,no,NA,,,NA,NA,yes
"Kuntz,A.B.; Chopp-Hurley,J.N.; Brenneman,E.C.; Karampatos,S.; Wiebenga,E.G.; Adachi,J.D.",2018,Efficacy of a biomechanically-based yoga exercise program in knee osteoarthritis: a randomized controlled trial,10.1371/journal.pone.0195653,7,english,canada,americas,north america,high income,yes,unknown,unknown,yes,31,no,no,unknown,31,0,yes,66.66,yes,160,yes,77.6,yes,30.383,yes,NA,2.35,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,yes,52.7,nr,59.5,30.933,33.033,yes
"Lai,Z.; Lee,S.; Chen,Y.; Wang,L.",2021,Comparison of whole-body vibration training and quadriceps strength training on physical function and neuromuscular function of individuals with knee osteoarthritis: a randomised clinical trial,10.1016/j.jesf.2021.01.003,7,english,china,asia,east asia,upper-middle income,no,unknown,unknown,yes,81,yes,no,yes,70,11,yes,64,yes,158.936,yes,59.643,yes,23.603,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,no,NA,,,NA,NA,yes
"Lee,E.L.; Jang,M.H.; Lee,B.J.; Han,S.H.; Lee,H.M.; Choi,S.U.",2023,Home-based remote rehabilitation leads to superior outcomes for older women with knee osteoarthritis: a randomized controlled trial,10.1016/j.jamda.2023.08.013,7,english,korea,asia,east asia,high income,no,unknown,unknown,yes,31,no,no,unknown,31,0,yes,66.99,yes,154.23,yes,58.695,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,39.351,no,,,,,no,NA,,,NA,NA,yes
"Marconcin,P.; Espanha,M.; Teles,J.; Bento,P.; Campos,P.; Andre,R.",2018,A randomized controlled trial of a combined self-management and exercise intervention for elderly people with osteoarthritis of the knee: the PLE2NO program,10.1177/0269215517718892,6,english,portugal,europe ,west europe,high income,no,unknown,unknown,yes,67,no,yes,no,47,20,yes,69.1,yes,159,yes,79,yes,31.2,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,yes,2,retired or notretired,91v9,no,yes,4,elementary or grade9to12 or highschoolgraduate or collegemore,27v22v24v27,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,yes,56.541,60.601,56.959,29.846,40.788,yes
"Mazloum,V.; Rabiei,P.; Rahnama,N.; Sabzehparvar,E.",2018,The comparison of the effectiveness of conventional therapeutic exercises and Pilates on pain and function in patients with knee osteoarthritis,10.1016/j.ctcp.2017.10.008,5,english,iran,asia,south asia,upper-middle income,no,unknown,unknown,yes,41,no,yes,no,13,28,yes,52.1,yes,172.8,yes,80.2,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,no,NA,,,NA,NA,yes
"Mehwish,B.; Ali,S.S.; Mirza Baig,A.A.",2023,"Effect of hip joint mobilisations and strength training on pain, physical function and dynamic balance in patients with knee osteoarthritis: a randomized controlled trial",10.47391/JPMA.6223,7,english,pakistan,asia,south asia,lower-middle income,yes,unknown,unknown,yes,66,no,yes,no,47,19,yes,54.74,yes,160,yes,72.61,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,yes,35.42,36.6,34.58,17.796,23.863,yes
"Mete,E.; Sari,Z.",2022,The efficacy of exergaming in patients with knee osteoarthritis: A randomized controlled clinical trial,10.1002/pri.1952,5,english,turkiye,asia,west asia,upper-middle income,no,unknown,unknown,yes,60,no,yes,no,47,13,yes,57.36,no,NA,no,NA,yes,31.22,yes,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,yes,3,yes or no or retired,7v66v27,no,yes,3,primary or highschool or undergraduate,43v45v12,NA,no,,,,yes,2,single or married,7v93,NA,,,personal characteristics,smokingdrinking,yes,34.4,yes,10.5,5.08,40.612,56.192,no,NA,,,NA,NA,yes
"Assar,S.; Gandomi,F.; Mozafari,M.; Sohaili,F.",2020,"The effect of Total resistance exercise vs. aquatic training on self-reported knee instability, pain, and stiffness in women with knee osteoarthritis: A randomized controlled trial",10.1186/s13102-020-00175-y,8,english,iran,asia,south asia,upper-middle income,no,unknown,unknown,yes,36,yes,no,no,36,0,yes,59.07,yes,163.33,yes,77.5,yes,27.13,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,74.3,yes,nr,4.667,nr,nr,no,NA,,,NA,NA,yes
"Ozlu,A.; Unver,G.; Tuna,H.I.; Menekseoglu,A.K.",2023,"The effect of a virtual reality-mediated gamified rehabilitation program on pain, disability, function, and balance in knee osteoarthritis: a prospective randomized controlled study",10.1089/g4h.2022.0130,6,english,turkiye,asia,west asia,upper-middle income,no,unknown,unknown,yes,73,no,yes,no,43,30,yes,53.503,no,NA,no,NA,yes,26.731,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,yes,4,employee or retired or housewife or civilservant,5v34v51v10,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,56.79,yes,nr,nr,nr,32.373,no,NA,,,NA,NA,yes
"Qiu,J.; Zhou,T.; Jin,H.; Pan,Y.; Qian,T.; Xue,C.",2023,Effect of adding hip exercises to general rehabilitation treatment of knee osteoarthritis on patients' physical functions: a randomized clinical trial,10.1186/s13102-023-00772-7,7,english,china,asia,east asia,upper-middle income,no,unknown,unknown,yes,36,no,yes,no,27,9,yes,72.835,yes,161.135,yes,63.695,yes,24.605,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,41.4,yes,5.305,2.28,18.47,nr,no,NA,,,NA,NA,yes
"Rafiq,M.T.; Hamid,M.S.; Hafiz,E.",2021,"Effect of progressive resistance strength training on body mass index, quality of life and functional capacity in knee osteoarthritis: A randomized controlled trial",10.2147/JMDH.S317896,4,english,pakistan,asia,south asia,lower-middle income,yes,unknown,unknown,yes,56,no,yes,no,36,20,yes,54.6,yes,162.1,yes,84.78,yes,32.47,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,yes,2,yes or no,61v39,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,nr,nr,nr,40.32,no,NA,,,NA,NA,yes
"Rafiq,M.T.; Abdul Hamid,M.S.; Hafiz,E.",2021,The effect of rehabilitation protocol using mobile health in overweight and obese patients with knee osteoarthritis: a clinical trial,10.1186/s42358-021-00221-4,5,english,pakistan,asia,south asia,lower-middle income,yes,unknown,unknown,yes,114,no,yes,no,64,50,yes,52.92,no,NA,no,NA,yes,32.17,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,yes,4,matriculation or intermediate or bachelor or master,22v41v21v16,NA,no,,,,yes,3,single or married or divorced,6v87v7,NA,,,no,,no,NA,yes,9.66,nr,nr,nr,no,NA,,,NA,NA,yes
"Rafiq,M.T.; Hamid,M.S.; Hafiz,E.",2021,"Short-term effects of strengthening exercises of the lower limb rehabilitation protocol on pain, stiffness, physical function, and body mass index among knee osteoarthritis participants who were overweight or obese: a clinical trial",10.1155/2021/6672274,6,english,pakistan,asia,south asia,lower-middle income,yes,unknown,unknown,yes,50,no,yes,no,27,23,yes,53.12,yes,162.1,yes,84.06,yes,32.09,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,yes,2,yes or no,66v34,no,yes,4,matriculation or intermediate or bachelor or master,16v40v26v18,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,9.94,3.7,23.6,nr,no,NA,,,NA,NA,yes
"Rakhshani,M.; Ashtiani,A.R.; Payandeh,A.; Akbari,A.; Ghiasi,F.; Hosseinifar,M.",2022,Effect of proximal exercises of lower extremity on static balance parameters during quiet standing,10.4103/jfmpc.jfmpc_362_22,4,english,iran,asia,south asia,upper-middle income,no,unknown,unknown,yes,36,no,yes,no,24,12,yes,53.31,yes,165,yes,70.92,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,63.05,no,,,,,no,NA,,,NA,NA,yes
"Rego,T.A.; Ferreira,A.P.; Villela,D.W.; Shirahige,L.; Xavier,A.B.; Braz,R.R.",2023,Effects of mat pilates on older adult women with knee osteoarthritis: a randomized controlled trial,10.1016/j.jbmt.2022.02.007,7,english,brazil,americas,south america,upper-middle income,no,unknown,unknown,yes,17,no,no,unknown,17,0,yes,65.236,no,NA,no,NA,yes,30.55,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,8.412,3.117,31.645,42.586,no,NA,,,NA,NA,yes
"Robbins,S.R.; Alfredo,P.P.; Junior,W.S.; Marques,A.P.",2022,Low-level laser therapy and static stretching exercises for patients with knee osteoarthritis: a randomised controlled trial,10.1177/02692155211047017,6,english,brazil,americas,south america,upper-middle income,no,unknown,unknown,yes,215,no,yes,no,170,45,yes,63.52,no,NA,no,NA,yes,31.568,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,no,NA,,,NA,NA,yes
"Rosadi,R.; Wu,P.T.; You,Y.L.; Kuo,L.C.; Lin,C.F.",2023,Effectiveness of combined exercise and physiotherapy intervention in improving functional activity of patients with knee osteoarthritis in Muslim pray movements,10.1007/s40846-023-00778-z,5,english,indonesia,asia,south-east asia,upper-middle income,no,unknown,unknown,yes,30,no,no,unknown,19,11,yes,63.43,no,NA,no,NA,yes,26.366,no,NA,NA,yes,2,urban or rural,83v17,no,,,,,,no,no,NA,,,no,NA,,,yes,yes,4,primary or juniorhigh or seniorhigh or college,13v43v13v30,NA,yes,4,lessthanus108 or us108to180 or us180to250 or morethanus250,40v37v17v6,no,NA,,,NA,,,no,,yes,60,yes,15.233,5.166,38.4,nr,no,NA,,,NA,NA,yes
"Sadeghi,A.; Rostami,M.; Khanlari,Z.; Zeraatchi,A.; Jalili,N.; Karimi Moghaddam,A.",2023,Effectiveness of muscle strengthening exercises on the clinical outcomes of patients with knee osteoarthritis: a randomized four-arm controlled trial,10.22088/cjim.14.3.433,8,english,iran,asia,south asia,upper-middle income,no,unknown,unknown,yes,96,no,yes,no,76,20,yes,52.7,no,NA,yes,78.375,yes,29.42,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,53.9575,yes,11.722,4.14,35.559,52.046,no,NA,,,NA,NA,yes
"Samuel Sundar Doss,D.; Rekha,K.; Prathap,S.",2014,Effects of non weight bearing strength training for knee osteoarthritis,(PDF) Effects of non weight bearing strength training for knee osteoarthritis,4,english,india,asia,south asia,lower-middle income,yes,unknown,unknown,yes,73,no,no,unknown,49,24,yes,50.34,yes,160.425,yes,71.575,yes,27.75,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,13.7,5.052,40.862,nr,no,NA,,,NA,NA,yes
